dictSize,batchSize,appendTimeMillisec,
1102, 64, 90, 
1103, 64, 20, 
1104, 64, 861, 
1105, 64, 34, 
1106, 64, 108, 
1107, 64, 27, 
1108, 64, 221, 
1109, 64, 22, 
1110, 64, 88, 
1111, 64, 21, 
1112, 64, 418, 
1113, 64, 27, 
1114, 64, 109, 
1115, 64, 27, 
1116, 64, 207, 
1117, 64, 23, 
1118, 64, 101, 
1119, 64, 16, 
1120, 64, 1613, 
1121, 64, 28, 
1122, 64, 113, 
1123, 64, 25, 
1124, 64, 219, 
1125, 64, 18, 
1126, 64, 71, 
1127, 64, 15, 
1128, 64, 429, 
1129, 64, 28, 
1130, 64, 101, 
1131, 64, 22, 
1132, 64, 207, 
1133, 64, 23, 
1134, 64, 97, 
1135, 64, 21, 
1136, 64, 834, 
1137, 64, 23, 
1138, 64, 90, 
1139, 64, 16, 
1140, 64, 216, 
1141, 64, 25, 
1142, 64, 82, 
1143, 64, 14, 
1144, 64, 457, 
1145, 64, 18, 
1146, 64, 101, 
1147, 64, 32, 
1148, 64, 232, 
1149, 64, 26, 
1150, 64, 93, 
1151, 64, 20, 
1152, 64, 96895, 
1153, 64, 20, 
1154, 64, 76, 
1155, 64, 22, 
1156, 64, 225, 
1157, 64, 25, 
1158, 64, 91, 
1159, 64, 20, 
1160, 64, 416, 
1161, 64, 20, 
1162, 64, 70, 
1163, 64, 14, 
1164, 64, 182, 
1165, 64, 22, 
1166, 64, 86, 
1167, 64, 16, 
1168, 64, 866, 
1169, 64, 26, 
1170, 64, 89, 
1171, 64, 25, 
1172, 64, 210, 
1173, 64, 14, 
1174, 64, 67, 
1175, 64, 14, 
1176, 64, 411, 
1177, 64, 30, 
1178, 64, 103, 
1179, 64, 15, 
1180, 64, 193, 
1181, 64, 20, 
1182, 64, 87, 
1183, 64, 14, 
1184, 64, 1464, 
1185, 64, 14, 
1186, 64, 67, 
1187, 64, 14, 
1188, 64, 189, 
1189, 64, 27, 
1190, 64, 92, 
1191, 64, 13, 
1192, 64, 395, 
1193, 64, 15, 
1194, 64, 72, 
1195, 64, 14, 
1196, 64, 182, 
1197, 64, 14, 
1198, 64, 63, 
1199, 64, 14, 
1200, 64, 789, 
1201, 64, 19, 
1202, 64, 79, 
1203, 64, 14, 
1204, 64, 194, 
1205, 64, 18, 
1206, 64, 76, 
1207, 64, 14, 
1208, 64, 407, 
1209, 64, 22, 
1210, 64, 98, 
1211, 64, 22, 
1212, 64, 224, 
1213, 64, 25, 
1214, 64, 100, 
1215, 64, 15, 
1216, 64, 46652, 
1217, 64, 31, 
1218, 64, 84, 
1219, 64, 21, 
1220, 64, 220, 
1221, 64, 23, 
1222, 64, 91, 
1223, 64, 24, 
1224, 64, 414, 
1225, 64, 28, 
1226, 64, 99, 
1227, 64, 21, 
1228, 64, 212, 
1229, 64, 28, 
1230, 64, 93, 
1231, 64, 21, 
1232, 64, 795, 
1233, 64, 29, 
1234, 64, 101, 
1235, 64, 14, 
1236, 64, 191, 
1237, 64, 14, 
1238, 64, 67, 
1239, 64, 13, 
1240, 64, 400, 
1241, 64, 17, 
1242, 64, 69, 
1243, 64, 14, 
1244, 64, 181, 
1245, 64, 14, 
1246, 64, 81, 
1247, 64, 14, 
1248, 64, 1528, 
1249, 64, 26, 
1250, 64, 93, 
1251, 64, 20, 
1252, 64, 246, 
1253, 64, 18, 
1254, 64, 69, 
1255, 64, 14, 
1256, 64, 419, 
1257, 64, 15, 
1258, 64, 83, 
1259, 64, 24, 
1260, 64, 204, 
1261, 64, 21, 
1262, 64, 79, 
1263, 64, 15, 
1264, 64, 793, 
1265, 64, 25, 
1266, 64, 67, 
1267, 64, 14, 
1268, 64, 183, 
1269, 64, 17, 
1270, 64, 68, 
1271, 64, 14, 
1272, 64, 367, 
1273, 64, 21, 
1274, 64, 110, 
1275, 64, 33, 
1276, 64, 240, 
1277, 64, 27, 
1278, 64, 84, 
1279, 64, 22, 
1280, 64, 185996, 
1281, 64, 28, 
1282, 64, 106, 
1283, 64, 25, 
1284, 64, 243, 
1285, 64, 30, 
1286, 64, 124, 
1287, 64, 24, 
1288, 64, 499, 
1289, 64, 30, 
1290, 64, 127, 
1291, 64, 28, 
1292, 64, 199, 
1293, 64, 21, 
1294, 64, 88, 
1295, 64, 14, 
1296, 64, 823, 
1297, 64, 14, 
1298, 64, 92, 
1299, 64, 14, 
1300, 64, 194, 
1301, 64, 14, 
1302, 64, 110, 
1303, 64, 25, 
1304, 64, 460, 
1305, 64, 21, 
1306, 64, 120, 
1307, 64, 24, 
1308, 64, 215, 
1309, 64, 14, 
1310, 64, 86, 
1311, 64, 16, 
1312, 64, 1576, 
1313, 64, 15, 
1314, 64, 101, 
1315, 64, 22, 
1316, 64, 190, 
1317, 64, 19, 
1318, 64, 78, 
1319, 64, 14, 
1320, 64, 399, 
1321, 64, 24, 
1322, 64, 96, 
1323, 64, 25, 
1324, 64, 223, 
1325, 64, 30, 
1326, 64, 111, 
1327, 64, 14, 
1328, 64, 832, 
1329, 64, 29, 
1330, 64, 103, 
1331, 64, 25, 
1332, 64, 213, 
1333, 64, 27, 
1334, 64, 107, 
1335, 64, 22, 
1336, 64, 411, 
1337, 64, 14, 
1338, 64, 72, 
1339, 64, 25, 
1340, 64, 217, 
1341, 64, 29, 
1342, 64, 103, 
1343, 64, 25, 
1344, 64, 50212, 
1345, 64, 27, 
1346, 64, 94, 
1347, 64, 21, 
1348, 64, 189, 
